BALANCE,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,BALANCE_FREQUENCY,PRC_FULL_PAYMENT,TENURE
0.5772150232311358,0.0,0.0,0.0,0.18047107695564835,0.0,0.0,0.0,0.7500000000000001,0.5714285714285714,0.0,0.3825503355704698,0.5275465926275983,0.5853142126745287,1.0,0.0,12.0
0.012117052641945495,0.0,0.0,0.0,0.0966887269620443,0.0,0.0,0.0,0.2812502812502813,0.14285714285714285,0.0,0.14093959731543623,0.2171441838732465,0.06832107595495888,,,
0.9206379422743266,1.0,0.9661883408071749,0.8231222523617997,0.0,0.833333,0.400000479999616,0.583333,0.0,0.0,0.6551724137931034,0.6510067114093959,0.5684000551729347,0.897592982172735,1.0,0.0,12.0
0.04978533772072748,0.22479946865580136,0.0,0.41156112618089985,0.0,0.916667,0.0,0.916667,0.0,0.0,0.7586206896551724,0.5167785234899329,0.3127030639081051,0.15143087415335268,,,
0.15282443043550964,0.45872375210749505,0.6408251121076233,0.17149003835001406,0.20785784765238194,0.916667,0.799998560001152,0.916667,0.5625005625005626,0.42857142857142855,0.6206896551724138,0.14093959731543623,0.5502286563196828,0.15096177041230885,,,
0.20510013159421545,0.10067950748480049,0.13332735426008968,0.04527172387989899,0.0,0.333333,0.599999520000384,0.166667,0.0,0.0,0.1724137931034483,0.11409395973154363,0.27753997372115674,0.41989319556662863,,,
0.16538573189176453,0.0,0.0,0.0,0.4634246930900537,0.0,0.0,0.0,0.3750011250011251,0.42857142857142855,0.0,0.9865771812080536,0.8878250282519927,0.14138811060396664,,,
0.6628461154250341,0.5236805803913555,0.9192825112107623,0.0,0.0,0.083333,0.199999040000768,0.0,0.0,0.0,0.06896551724137931,0.9865771812080536,0.3949016800840116,0.6767701990742429,,,
0.2266265400013216,0.15071782557604863,0.2645739910313901,0.0,0.033178112454379856,0.083333,0.199999040000768,0.0,0.18749943749943754,0.14285714285714285,0.06896551724137931,0.14093959731543623,0.24755784983718943,0.2985767904713468,1.0,0.0,12.0
0.5934266662238045,0.0,0.0,0.0,0.15234420664232576,0.0,0.0,0.0,0.9375016875016876,0.7142857142857142,0.0,0.3825503355704698,0.4403200501582459,0.5957379896797889,,,
0.18870975036386434,0.3311807081183263,0.1031390134529148,0.4987559629594987,0.0,1.0,0.199999040000768,1.0,0.0,0.0,0.9310344827586207,0.14093959731543623,0.6289009887895723,0.1706428404992842,,,
0.34889412442192563,0.28467276350074083,0.47142600896860987,0.029510803479562253,0.0,0.25,0.199999040000768,0.166667,0.0,0.0,0.1724137931034483,0.5167785234899329,0.2380763773161434,0.5081586985304672,,,
0.34854958314896517,0.0,0.0,0.0,0.07294277333281696,0.0,0.0,0.0,0.3750011250011251,0.2857142857142857,0.0,0.22147651006711408,0.26525345524762967,0.33662504015885514,,,
0.36971221829888085,0.07550196699535074,0.0,0.13822841642503042,0.5875105788732069,0.166667,0.0,0.166667,0.5625005625005626,0.5714285714285714,0.06896551724137931,0.785234899328859,0.671594754084675,0.3083099515617508,,,
0.20924771976825593,0.15912226025647574,0.2793273542600897,0.0,0.3389293095712852,0.333333,0.799998560001152,0.0,0.18749943749943754,0.14285714285714285,0.5172413793103449,0.18120805369127516,0.1556211453750748,0.2352149848169634,,,
0.008030932329347087,0.1432585704797425,0.25147982062780266,0.0,0.0,0.25,0.599999520000384,0.0,0.0,0.0,0.10344827586206896,0.8053691275167785,0.14248558273430728,0.044398572464850086,,,
0.12254616099847254,0.20730087365248046,0.28139013452914796,0.08605369001964269,0.3703744346994111,0.5,0.400000479999616,0.416667,0.7500000000000001,0.8571428571428571,0.41379310344827586,0.2483221476510067,0.7078120386179307,0.25736244298399547,1.0,0.0,12.0
0.016063637058855947,0.2758902569866653,0.0,0.505097745767468,0.0,0.25,0.0,0.166667,0.0,0.0,0.10344827586206896,0.5167785234899329,0.3097787217470312,0.03848796764852529,,,
0.008687474163596382,0.03882389005262351,0.068152466367713,0.0,0.0,0.14285699999999998,0.3428565257147794,0.0,0.0,0.0,0.034482758620689655,0.3422818791946308,0.037290928829824786,0.08049398859675108,,,
0.0058283894547095216,0.051090788330863945,0.08968609865470852,0.0,0.0,0.083333,0.199999040000768,0.0,0.0,0.0,0.034482758620689655,0.5167785234899329,0.0694381988237488,0.08501048538473971,,,
0.23196891026086838,0.5061564399938692,0.43228699551569505,0.47582078383687215,0.0,0.75,0.599999520000384,0.583333,0.0,0.0,0.4482758620689655,0.16778523489932884,0.28498926207761593,0.36106686158442114,,,
0.4833408139277844,0.02332294487303939,0.04094170403587444,0.0,0.0,0.083333,0.199999040000768,0.0,0.0,0.0,0.034482758620689655,0.31543624161073824,0.3062457338053558,0.5182626252650725,,,
0.40630593908895724,0.15383436366423134,0.07443946188340807,0.20400336731830512,0.0,0.583333,0.400000479999616,0.333333,0.0,0.0,0.3448275862068966,0.2416107382550335,0.3313633307415116,0.8997547704213191,1.0,0.083333,12.0
0.12079581074413194,0.3218872937209421,0.5650493273542601,0.0,0.0,0.090909,0.21818142545485966,0.0,0.0,0.0,0.034482758620689655,0.7181208053691275,0.23999633581292085,0.1748410325909286,,,
0.0010408383617012094,0.04069892198436622,0.0,0.07451127116266018,0.0,1.0,0.0,1.0,0.0,0.0,0.41379310344827586,0.18120805369127516,0.04111464548230423,0.06109441916610426,,,
0.8467812546703916,0.07704490880294283,0.13524663677130047,0.0,0.5882583206748099,0.166667,0.400000479999616,0.0,0.9375016875016876,0.7142857142857142,0.06896551724137931,0.9865771812080536,0.5605456032488141,0.8175860258134652,1.0,0.0,12.0
0.40595199873737603,0.06466561079037449,0.11351569506726457,0.0,0.06422178798420523,0.25,0.599999520000384,0.0,0.18749943749943754,0.14285714285714285,0.13793103448275862,0.261744966442953,0.272631510603291,0.432345714770468,,,
0.5247504346692636,0.0,0.0,0.0,0.20110905268003904,0.0,0.0,0.0,0.18749943749943754,0.2857142857142857,0.0,0.3825503355704698,0.4930710139986059,0.5025301796522266,,,
0.3496118623250086,0.0,0.0,0.0,0.5695112558761362,0.0,0.0,0.0,0.40909090909090917,0.42857142857142855,0.0,0.5838926174496644,0.1754475789325428,0.5347601434071761,,,
0.20074258916153043,0.0,0.0,0.0,0.1428718681120808,0.0,0.0,0.0,0.7500000000000001,0.7142857142857142,0.0,0.11409395973154363,0.40689612786377305,0.2793004969417944,,,
0.039869639918211366,0.0,0.0,0.0,0.2986876221215537,0.0,0.0,0.0,0.8181818181818183,1.0,0.0,0.11409395973154363,0.064766300666796,0.11219171682569944,,,
0.008350571065510052,0.11495427374444388,0.0,0.21045739406977834,0.0,1.0,0.0,1.0,0.0,0.0,0.41379310344827586,0.18120805369127516,0.18291290066309035,0.2350686718286056,,,
0.1841678284242511,2.5545394165431973e-05,4.4843049327354265e-05,0.0,0.602948928204328,0.083333,0.199999040000768,0.0,0.7500000000000001,1.0,0.034482758620689655,0.11409395973154363,0.6137914430412923,0.30236113041308343,,,
0.578631638842801,0.0,0.0,0.0,0.05039528201285979,0.0,0.0,0.0,0.3750011250011251,0.2857142857142857,0.0,0.3825503355704698,0.36305469567320525,0.9271031291917701,,,
0.19660823010767928,0.11083635620497624,0.19456502242152465,0.0,0.35879728702623453,0.166667,0.400000479999616,0.0,0.3750011250011251,0.7142857142857142,0.10344827586206896,0.4093959731543624,0.12410227665024186,0.2467308139665201,1.0,0.0,12.0
0.27180933670349694,0.18481070862923415,0.32442152466367713,0.0,0.07044309243702969,0.166667,0.400000479999616,0.0,0.18749943749943754,0.14285714285714285,0.06896551724137931,0.18120805369127516,0.30219111430373946,0.3564012164615217,,,
0.3344146558511713,0.0,0.0,0.0,0.012934396186230658,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.22147651006711408,0.3095641123770171,0.43641379218791604,,,
0.13021932879133427,0.5026158483625403,0.5414977578475336,0.35543915442895896,0.0,0.666667,1.0,0.25,0.0,0.0,0.5172413793103449,0.30201342281879195,0.21916442024369653,0.17988753636391971,,,
0.27319502999507134,0.0,0.0,0.0,0.16820601421368342,0.0,0.0,0.0,0.5625005625005626,0.42857142857142855,0.0,0.18120805369127516,0.4903175903767384,0.2915756103744484,1.0,0.0,12.0
0.05197940903884587,0.09242834516936596,0.16225112107623318,0.0,0.0,0.166667,0.400000479999616,0.0,0.0,0.0,0.20689655172413793,0.16778523489932884,0.4539673768371781,0.1807069622796389,0.875,0.0,8.0
0.3312224766113307,0.0,0.0,0.0,0.061311602803823126,0.0,0.0,0.0,0.3750011250011251,0.2857142857142857,0.0,0.19463087248322145,0.19881671688809313,0.46099215562509094,1.0,0.0,12.0
0.12245962487832336,0.0,0.0,0.0,0.06650255812685897,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.2483221476510067,0.6668235940538455,0.15579699078287693,,,
0.3307746270330162,0.023844070914014203,0.04185650224215247,0.0,0.0,0.083333,0.199999040000768,0.0,0.0,0.0,0.034482758620689655,0.22147651006711408,0.1902019989611416,0.5301306085957052,,,
0.10765764802279015,0.12537168548510702,0.0,0.22952951080347958,0.0,0.583333,0.0,0.5,0.0,0.0,0.24137931034482757,0.5167785234899329,0.1847405377742576,0.1350539679283413,,,
0.1475808419305182,0.05006897256424667,0.08789237668161436,0.0,0.0,0.166667,0.400000479999616,0.0,0.0,0.0,0.06896551724137931,0.5167785234899329,0.10726179493628599,0.1814689122024153,,,
0.04333029689436717,0.3065447299851837,0.0,0.5612197175194089,0.0,0.5,0.0,0.416667,0.0,0.0,0.20689655172413793,0.11409395973154363,0.1394604839472813,0.1511705396694818,,,
0.48975593117478167,0.3988351300260563,0.17905829596412556,0.5434384061360024,0.43522181077887007,1.0,0.400000479999616,0.833333,0.7500000000000001,0.8571428571428571,0.7586206896551724,0.44966442953020125,0.374853946550829,0.39874363948156477,1.0,0.0,10.0
0.40633350987864797,0.0,0.0,0.0,0.04260837163549131,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.261744966442953,0.250610919002057,0.5540334211214023,0.909091,0.0,11.0
0.2864267334071196,0.0,0.0,0.0,0.02703780452639914,0.0,0.0,0.0,0.20454545454545459,0.14285714285714285,0.0,0.8120805369127516,0.4535016502542803,0.23936108186532773,,,
0.31470796338017454,0.0,0.0,0.0,0.04074368274659365,0.0,0.0,0.0,0.5625005625005626,0.42857142857142855,0.0,0.18120805369127516,0.18637270311246482,0.39537890682235977,,,
0.3572845945555738,0.0,0.0,0.0,0.014056517126733845,0.0,0.0,0.0,0.20454545454545459,0.2857142857142857,0.0,0.22147651006711408,0.2012326627464919,0.5206595792263593,1.0,0.0,12.0
0.20990772332496047,0.0,0.0,0.0,0.12063326040228299,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.14093959731543623,0.3341346277818159,0.16764462336188535,,,
0.27422499968922803,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5625005625005626,0.42857142857142855,0.0,0.31543624161073824,0.7761892235729841,0.307728524221772,,,
0.12953982341001283,0.26516119143718386,0.0,0.4854550556542887,0.0,0.818182,0.0,0.636364,0.0,0.0,0.3103448275862069,0.5838926174496644,0.3508324293902503,0.1722569888047405,0.909091,0.181818,12.0
0.2245063244743037,0.0,0.0,0.0,0.06868859602062291,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.14093959731543623,0.15399185255054493,0.2689686778827534,,,
0.0853470034103131,0.6332498850457263,0.6746905829596412,0.4556917033018427,0.0,0.666667,1.0,0.416667,0.0,0.0,0.48275862068965514,0.18120805369127516,0.22586915907488647,0.1453676117950986,,,
0.37176094369336693,0.049430337710110864,0.0310762331838565,0.05808624076325882,0.006786397500777246,0.333333,0.199999040000768,0.25,0.18749943749943754,0.14285714285714285,0.24137931034482757,0.22147651006711408,0.2548376275155348,0.33895405921673183,,,
0.24316249925274383,0.451504623716344,0.41042152466367715,0.39856888972032556,0.0,0.833333,0.799998560001152,0.75,0.0,0.0,0.896551724137931,0.3825503355704698,0.3569697042235193,0.46875765491829413,,,
0.1881528178091511,0.0,0.0,0.0,0.09877272652913675,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.14093959731543623,0.3053118062342434,0.2352770404119883,,,
0.3209973716652634,0.0,0.0,0.0,0.0529547545416558,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.22147651006711408,0.3310522343299317,0.40794786149851475,,,
0.24596793973610043,0.026046083891074438,0.0,0.04768496866523244,0.0,0.333333,0.0,0.333333,0.0,0.0,0.13793103448275862,0.14093959731543623,0.1800815261748083,0.3172104636735184,,,
0.6873870877954582,0.0,0.0,0.0,0.4116615542682547,0.0,0.0,0.0,0.40909090909090917,0.2857142857142857,0.0,0.44966442953020125,0.3087973414766654,0.918141902583201,1.0,0.0,12.0
0.44677398889260433,0.0,0.0,0.0,0.19645794974452832,0.0,0.0,0.0,0.5625005625005626,0.42857142857142855,0.0,0.5838926174496644,0.3119065325620764,0.4831336450771895,,,
0.6340740737700739,0.0,0.0,0.0,0.09964255041930323,0.0,0.0,0.0,0.3750011250011251,0.42857142857142855,0.0,0.3825503355704698,0.38285923724624576,0.9816463712863942,,,
0.0556177481008805,0.5213661676799674,0.16591928251121077,0.781470395659901,0.0,0.916667,0.199999040000768,0.916667,0.0,0.0,0.9310344827586207,0.8523489932885906,0.6222399970127674,0.1332714786822851,,,
0.24208498277138107,0.0,0.0,0.0,0.034461938555253355,0.0,0.0,0.0,0.5625005625005626,0.42857142857142855,0.0,0.14093959731543623,0.17298091202451232,0.2972623618899382,1.0,0.0,12.0
0.2951815880601852,0.7548357431155163,0.8071748878923767,0.5401178561406792,0.16024245112223595,1.0,0.26666618666705066,0.8888889999999999,0.25,0.14285714285714285,0.3448275862068966,0.18120805369127516,0.31553096162123234,0.8747577914520274,,,
0.24087771449440343,0.09157512900424054,0.05291479820627803,0.11246843139088954,0.0,0.416667,0.199999040000768,0.333333,0.0,0.0,0.24137931034482757,0.5167785234899329,0.12155996233872192,0.303390429922414,,,
0.5569878433599945,0.49693455270014814,0.14614349775784752,0.7573660087924423,0.4929456291310254,0.583333,0.400000479999616,0.5,0.3750011250011251,0.7142857142857142,0.5172413793103449,0.7181208053691275,0.4563463985710692,0.4869289199364791,,,
0.03901647142423317,0.06815000255453942,0.11963228699551569,0.0,0.07769602946709117,0.25,0.599999520000384,0.0,0.3750011250011251,0.2857142857142857,0.10344827586206896,0.31543624161073824,0.0936635292916674,0.1385019935491321,,,
0.11726909514934114,0.0,0.0,0.0,0.38104276578894686,0.0,0.0,0.0,0.3750011250011251,0.2857142857142857,0.0,0.18120805369127516,0.7526886723760573,0.15510168599126842,,,
0.2372572569131834,0.0,0.0,0.0,0.10029866896391564,0.0,0.0,0.0,0.5625005625005626,0.42857142857142855,0.0,0.14093959731543623,0.24337897906928255,0.21054128502501937,,,
0.5830622431631974,0.0,0.0,0.0,0.7887481106700726,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.919463087248322,0.45795529984239647,0.54736094502695,,,
0.42186530650198206,0.2101772850355081,0.3689506726457399,0.0,0.0351274890204377,0.25,0.599999520000384,0.0,0.18749943749943754,0.14285714285714285,0.1724137931034483,0.31543624161073824,0.7949480747577647,0.42334014582532536,,,
0.19872331649821143,0.009405814131712053,0.0,0.017220091665887196,0.0,0.083333,0.0,0.083333,0.0,0.0,0.034482758620689655,0.11409395973154363,0.7972339067641293,0.34972512602457295,,,
0.4490423387662237,0.0,0.0,0.0,0.0706303725923425,0.0,0.0,0.0,0.8181818181818183,0.5714285714285714,0.0,0.261744966442953,0.31207145619136234,0.47026302277320875,,,
0.15675679140077306,0.31955244469422167,0.1779372197309417,0.39945748760639793,0.0,0.583333,0.400000479999616,0.5,0.0,0.0,0.3448275862068966,0.9865771812080536,0.407524684173638,0.19214947226476917,,,
0.4580142012709408,0.3167271240995248,0.0,0.5798615658030118,0.6944330577187728,1.0,0.0,0.916667,0.18749943749943754,0.2857142857142857,0.8275862068965517,0.5167785234899329,0.29891031409457647,0.419389579242287,,,
0.0017330008623274494,0.06059367496040464,0.06278026905829596,0.04545879711907212,0.0,1.0,0.199999040000768,0.916667,0.0,0.0,0.8620689655172413,0.42281879194630867,0.06490107710034283,0.044978970801685635,1.0,0.0,12.0
0.39095695585712265,0.5336075205640424,0.7186995515695067,0.22736881489102986,0.03657988743461754,0.666667,1.0,0.333333,0.18749943749943754,0.14285714285714285,0.7931034482758621,0.6510067114093959,0.6050028380838353,0.4270266071205368,1.0,0.083333,12.0
0.23017995894873944,0.0,0.0,0.0,0.17612438400048921,0.0,0.0,0.0,0.3750011250011251,0.42857142857142855,0.0,0.14093959731543623,0.40710645856276206,0.30414640285187283,,,
0.0015105604122115763,0.0,0.0,0.0,0.02680809473298067,0.0,0.0,0.0,0.18749943749943754,0.14285714285714285,0.0,0.6510067114093959,0.040162022719862404,0.07779352423933877,1.0,0.0,12.0
0.2259496436555094,0.14369284218055484,0.0,0.26307174258722293,0.48262148744732886,1.0,0.0,0.8888889999999999,1.0,0.5714285714285714,0.3103448275862069,0.14093959731543623,0.35861900128327473,0.7971791086645963,,,
0.1903630528701229,0.02332294487303939,0.04094170403587444,0.0,0.44184055742488204,0.083333,0.199999040000768,0.0,0.3750011250011251,0.2857142857142857,0.034482758620689655,0.14093959731543623,0.90098539173742,0.3623471128570878,,,
0.6269986126290994,0.0,0.0,0.0,0.04587144033727351,0.0,0.0,0.0,0.7500000000000001,0.7142857142857142,0.0,0.3825503355704698,0.37678666098467783,0.8807309659510294,,,
0.4212894506309412,0.042584172073775094,0.0,0.07796277242540454,0.0,0.14285699999999998,0.0,0.14285699999999998,0.0,0.0,0.034482758620689655,0.5167785234899329,0.1629078873941131,0.2270720963444434,,,
0.19668905966762087,0.11819853880345374,0.0,0.2163969694135254,0.3347540866134093,1.0,0.0,0.857143,0.32142857142857145,0.42857142857142855,0.24137931034482757,0.11409395973154363,0.09000023497479914,0.768190334275951,,,
0.16523061509978235,0.29595871864302864,0.26905829596412556,0.2612290711813675,0.25793941859086755,0.5,0.400000479999616,0.416667,0.18749943749943754,0.14285714285714285,0.4482758620689655,0.14093959731543623,0.35913287001414174,0.18089759608077188,,,
0.3241142231390313,0.21459663822612782,0.2870224215246637,0.09353661958656816,0.0,1.0,0.599999520000384,1.0,0.0,0.0,0.5517241379310345,0.8657718120805369,0.7271496325909904,0.3203934891131616,,,
0.2528026032548513,0.15027333571757012,0.05829596412556054,0.2143204564587036,0.0,0.916667,0.199999040000768,0.833333,0.0,0.0,0.41379310344827586,0.18120805369127516,0.38781538193307874,0.21882762713203038,,,
0.33504982671722344,0.0,0.0,0.0,0.778615760353107,0.0,0.0,0.0,0.3750011250011251,0.7142857142857142,0.0,0.3825503355704698,0.13868836101670115,0.2553183303096646,,,
0.7343390585050079,0.08783528329842129,0.1541883408071749,0.0,0.0,0.416667,1.0,0.0,0.0,0.0,0.1724137931034483,0.5838926174496644,0.513603299358533,0.7534174030501799,,,
0.18156191017885862,0.1918816737342257,0.33683408071748877,0.0,0.03530810553078005,0.25,0.599999520000384,0.0,0.18749943749943754,0.14285714285714285,0.10344827586206896,0.785234899328859,0.44045031337190466,0.14674184259538095,1.0,0.0,12.0
0.22193936367557066,0.03984570581924079,0.06994618834080717,0.0,0.0,0.166667,0.400000479999616,0.0,0.0,0.0,0.06896551724137931,0.14093959731543623,0.3133375316443969,0.24965555382235627,,,
0.0030151919278839537,0.033209012415061565,0.05829596412556054,0.0,0.0,0.083333,0.199999040000768,0.0,0.0,0.0,0.034482758620689655,0.3825503355704698,0.008928036021707695,0.05420367519656683,,,
0.4020752218550223,0.016461452000204362,0.028896860986547084,0.0,0.01338158650432771,0.083333,0.199999040000768,0.0,0.18749943749943754,0.14285714285714285,0.034482758620689655,0.2483221476510067,0.19654634750131986,0.5739700258851494,,,
0.14290386140665245,0.3969192254636489,0.6268968609865471,0.0728650266579366,0.0,0.166667,0.199999040000768,0.083333,0.0,0.0,0.06896551724137931,0.18120805369127516,0.27475358604553524,0.17619724962741723,,,
0.5574010177978537,0.0,0.0,0.0,0.0920434771850767,0.0,0.0,0.0,0.9375016875016876,1.0,0.0,0.34899328859060397,0.4242520156542909,0.7293931234503133,,,
2.166141536594701e-05,0.0,0.0,0.0,0.40730678268504045,0.0,0.0,0.0,0.3750011250011251,0.42857142857142855,0.0,0.18120805369127516,0.0,0.005292976102692599,,,
0.34140380537746307,0.0,0.0,0.0,0.7012284506970808,0.0,0.0,0.0,0.2812502812502813,0.14285714285714285,0.0,0.31543624161073824,0.14614894747262594,0.2675119356003441,0.75,0.166667,8.0
0.19822258818208796,0.0,0.0,0.0,0.8702055477287539,0.0,0.0,0.0,0.9642857142857144,0.8571428571428571,0.0,0.14093959731543623,0.943604920897615,0.2028519443819877,1.0,0.0,12.0
0.011958069366927723,0.13283604966024626,0.23318385650224216,0.0,0.0,0.083333,0.199999040000768,0.0,0.0,0.0,0.034482758620689655,0.7181208053691275,0.15644613436994842,0.07442624266567041,,,
0.24282946458991456,0.0,0.0,0.0,0.020017951480188898,0.0,0.0,0.0,0.3750011250011251,0.42857142857142855,0.0,0.14093959731543623,0.1320924307092327,0.2889290954183538,,,
0.4395328813278949,0.47693250906861495,0.8372197309417041,0.0,0.4113709094390592,0.083333,0.199999040000768,0.0,0.18749943749943754,0.2857142857142857,0.034482758620689655,0.3825503355704698,0.22143962542603376,0.38079359192671847,,,
